age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
44,blue-collar,married,primary,false,1265,true,false,cellular,16,jul,555,1,true
39,blue-collar,married,tertiary,false,597,false,false,cellular,16,jul,686,6,true
30,technician,married,secondary,false,-393,true,true,cellular,16,jul,435,1,true
36,blue-collar,married,secondary,false,324,true,true,cellular,16,jul,830,1,true
31,unemployed,divorced,tertiary,false,256,true,false,cellular,16,jul,873,2,true
56,blue-collar,married,primary,false,0,true,false,cellular,16,jul,1222,1,true
29,blue-collar,married,secondary,false,2870,true,false,cellular,16,jul,988,1,true
27,admin,divorced,secondary,false,451,true,false,cellular,16,jul,652,1,true
43,blue-collar,married,secondary,false,184,false,true,cellular,16,jul,1019,11,true
32,blue-collar,married,secondary,false,1905,true,false,cellular,16,jul,709,2,true
30,admin,single,secondary,false,-36,false,false,cellular,16,jul,561,9,true
50,management,married,secondary,false,1165,false,false,cellular,16,jul,455,1,true
40,blue-collar,married,secondary,false,-839,true,true,cellular,16,jul,1018,2,true
42,services,married,secondary,false,3465,true,true,cellular,16,jul,1039,2,true
40,technician,married,secondary,false,-357,true,false,cellular,16,jul,700,4,true
27,student,married,secondary,false,119,true,false,cellular,16,jul,781,2,true
35,management,married,tertiary,false,36,false,true,cellular,16,jul,1656,5,true
26,blue-collar,married,secondary,false,-11,true,true,cellular,17,jul,1150,3,true
35,housemaid,married,primary,false,113,true,false,cellular,17,jul,923,2,true
52,blue-collar,married,secondary,false,1405,false,true,cellular,17,jul,753,2,true
32,blue-collar,single,secondary,false,118,true,false,cellular,17,jul,1275,1,true
39,technician,married,secondary,false,251,true,false,cellular,17,jul,342,2,true
31,blue-collar,divorced,secondary,false,-277,true,false,telephone,17,jul,1008,2,true
26,services,single,secondary,false,-189,false,true,cellular,17,jul,538,2,true
42,management,married,tertiary,false,4,true,false,cellular,17,jul,795,1,true
32,technician,married,secondary,false,348,true,false,cellular,17,jul,926,1,true
27,services,single,secondary,false,1820,true,false,cellular,17,jul,1027,1,true
33,self-employed,divorced,secondary,false,1904,true,false,cellular,17,jul,1584,2,true
51,blue-collar,married,primary,false,201,true,false,cellular,17,jul,582,2,true
33,admin,married,secondary,false,0,true,false,telephone,17,jul,1448,7,true
30,technician,single,tertiary,false,178,false,false,cellular,17,jul,656,3,true
29,management,married,tertiary,false,51,true,false,cellular,17,jul,1319,5,true
52,housemaid,married,primary,false,3798,true,false,cellular,17,jul,1208,1,true
42,blue-collar,divorced,primary,false,301,true,false,cellular,17,jul,1175,2,true
31,management,divorced,tertiary,false,294,true,false,cellular,17,jul,536,5,true
27,services,married,secondary,false,0,true,false,cellular,17,jul,991,5,true
44,blue-collar,single,secondary,false,292,false,true,cellular,17,jul,1153,4,true
55,housemaid,married,primary,false,0,true,false,cellular,17,jul,1303,2,true
40,entrepreneur,divorced,secondary,false,2998,true,false,cellular,18,jul,623,3,true
54,technician,single,tertiary,false,467,true,false,cellular,18,jul,674,3,true
46,housemaid,divorced,primary,false,2084,true,false,cellular,18,jul,1081,2,true
30,management,single,tertiary,false,502,false,true,cellular,18,jul,572,1,true
30,services,divorced,primary,false,459,true,false,cellular,18,jul,494,1,true
32,services,divorced,secondary,false,454,true,false,cellular,18,jul,978,1,true
56,technician,divorced,secondary,false,179,false,false,cellular,18,jul,536,1,true
33,blue-collar,married,secondary,false,661,true,false,cellular,18,jul,968,1,true
31,technician,married,secondary,true,-367,true,false,cellular,18,jul,474,2,true
30,services,single,secondary,true,-366,true,false,cellular,18,jul,516,1,true
33,blue-collar,married,secondary,false,89,true,false,cellular,18,jul,278,2,true
30,blue-collar,single,secondary,false,183,true,false,cellular,18,jul,610,1,true
32,self-employed,married,primary,false,102,true,false,cellular,18,jul,560,1,true
41,blue-collar,divorced,primary,false,138,true,false,cellular,18,jul,640,3,true
31,admin,single,secondary,false,622,false,false,cellular,18,jul,420,1,true
30,admin,divorced,secondary,false,10,true,false,cellular,18,jul,658,2,true
51,housemaid,divorced,secondary,false,9228,false,false,cellular,18,jul,655,4,true
34,admin,divorced,secondary,false,-251,false,false,cellular,18,jul,641,1,true
28,admin,single,unknown,false,24,true,false,cellular,18,jul,415,2,true
43,entrepreneur,married,secondary,false,104,true,false,cellular,18,jul,635,3,true
33,technician,single,tertiary,false,1393,true,false,cellular,18,jul,1127,3,true
36,management,married,tertiary,false,625,true,false,cellular,18,jul,1360,9,true
28,blue-collar,married,secondary,false,173,false,false,cellular,18,jul,588,7,true
32,admin,divorced,secondary,false,-46,false,true,cellular,18,jul,1373,4,true
31,blue-collar,divorced,secondary,false,0,true,true,cellular,18,jul,913,4,true
35,entrepreneur,single,tertiary,false,145,true,false,cellular,18,jul,799,2,true
31,management,married,tertiary,false,325,true,false,cellular,18,jul,1139,2,true
32,management,single,tertiary,false,2551,true,false,cellular,21,jul,638,3,true
25,services,single,secondary,false,2311,false,true,cellular,21,jul,1105,2,true
56,retired,divorced,tertiary,false,158,false,true,cellular,21,jul,854,1,true
31,blue-collar,married,primary,false,-537,true,true,cellular,21,jul,1039,7,true
29,blue-collar,single,secondary,false,-20,false,true,cellular,21,jul,574,1,true
47,technician,married,secondary,false,1981,true,false,cellular,21,jul,919,2,true
32,services,married,primary,false,228,true,false,cellular,21,jul,1017,6,true
39,management,married,tertiary,false,1423,true,false,telephone,21,jul,733,3,true
51,management,married,tertiary,false,2455,true,false,cellular,21,jul,553,1,true
40,blue-collar,married,primary,false,0,true,false,cellular,21,jul,1080,4,true
54,technician,divorced,secondary,false,859,false,true,cellular,21,jul,710,1,true
58,retired,married,unknown,false,9004,false,false,cellular,21,jul,891,4,true
42,unemployed,married,unknown,false,970,true,false,telephone,21,jul,691,10,true
56,services,married,primary,false,486,false,true,telephone,21,jul,1877,1,true
25,student,married,tertiary,false,10,true,false,cellular,21,jul,857,4,true
55,housemaid,married,secondary,false,127,true,false,telephone,21,jul,1130,8,true
26,blue-collar,single,primary,false,409,true,false,cellular,21,jul,577,2,true
40,admin,single,secondary,false,664,false,false,cellular,21,jul,1342,2,true
26,technician,single,secondary,false,223,false,true,cellular,21,jul,1002,3,true
35,management,single,tertiary,false,-324,false,true,cellular,21,jul,985,11,true
34,services,single,secondary,false,-30,false,false,cellular,21,jul,1360,3,true
41,management,single,tertiary,false,1253,false,false,cellular,21,jul,1134,5,true
44,management,married,primary,false,4758,true,false,cellular,22,jul,712,6,true
47,admin,married,secondary,false,290,true,false,cellular,22,jul,1352,2,true
33,management,single,tertiary,false,30,true,false,cellular,22,jul,1077,1,true
36,management,divorced,tertiary,false,81,false,true,cellular,22,jul,560,1,true
38,technician,married,secondary,false,0,true,false,cellular,22,jul,1545,1,true
35,technician,married,tertiary,false,328,true,false,cellular,22,jul,654,2,true
41,technician,single,tertiary,false,145,false,false,cellular,22,jul,1833,2,true
41,management,divorced,unknown,false,465,true,false,cellular,22,jul,1508,1,true
28,blue-collar,married,secondary,false,751,true,false,cellular,22,jul,598,5,true
35,admin,single,secondary,false,507,true,false,cellular,22,jul,560,2,true
26,services,married,secondary,false,-379,true,true,cellular,22,jul,1237,7,true
39,blue-collar,single,secondary,false,0,false,false,cellular,22,jul,864,4,true
25,admin,married,unknown,false,349,true,false,cellular,22,jul,1037,8,true
37,admin,married,secondary,false,1110,true,false,telephone,22,jul,802,11,true
27,services,married,secondary,false,0,true,false,cellular,22,jul,1608,13,true
25,management,married,secondary,false,2228,true,false,cellular,23,jul,754,1,true
46,management,divorced,tertiary,false,2166,true,false,cellular,23,jul,870,1,true
42,management,divorced,secondary,false,283,true,false,cellular,23,jul,761,1,true
25,blue-collar,single,secondary,false,-247,true,false,cellular,23,jul,633,1,true
28,technician,single,tertiary,false,-123,false,true,cellular,23,jul,690,1,true
33,services,divorced,secondary,false,44,false,true,cellular,23,jul,529,1,true
32,management,single,secondary,false,131,true,true,cellular,23,jul,1152,2,true
32,blue-collar,married,secondary,false,476,true,false,cellular,23,jul,956,9,true
47,technician,single,secondary,false,1101,true,false,cellular,23,jul,957,3,true
50,entrepreneur,married,tertiary,false,-168,true,false,cellular,23,jul,1327,2,true
32,blue-collar,single,secondary,false,799,false,true,cellular,23,jul,2078,6,true
28,student,single,secondary,false,153,false,false,cellular,23,jul,1124,2,true
27,technician,married,secondary,false,-392,true,false,cellular,23,jul,228,2,true
45,admin,married,secondary,false,524,true,false,cellular,23,jul,808,1,true
51,admin,single,secondary,false,895,false,false,cellular,23,jul,638,2,true
36,admin,married,secondary,false,212,true,true,cellular,23,jul,1201,6,true
51,self-employed,married,secondary,false,95,true,false,cellular,23,jul,1309,4,true
33,services,single,tertiary,false,395,true,false,cellular,23,jul,1359,6,true
59,technician,married,secondary,false,135,true,true,cellular,23,jul,416,4,true
38,entrepreneur,married,tertiary,false,0,false,false,cellular,23,jul,532,2,true
40,services,married,secondary,false,471,true,false,cellular,24,jul,430,4,true
51,blue-collar,married,primary,false,603,true,false,cellular,24,jul,853,2,true
41,entrepreneur,single,secondary,false,663,false,false,cellular,24,jul,1204,1,true
55,retired,divorced,secondary,false,-268,false,true,cellular,24,jul,1417,1,true
38,entrepreneur,married,secondary,false,593,true,true,cellular,24,jul,1484,24,true
31,management,married,tertiary,false,1224,true,true,cellular,24,jul,1441,2,true
28,admin,single,secondary,false,2,true,false,cellular,24,jul,454,1,true
41,blue-collar,married,secondary,true,720,false,true,cellular,24,jul,651,1,true
33,management,divorced,tertiary,false,990,true,false,cellular,24,jul,1491,2,true
25,student,single,secondary,false,1747,true,false,cellular,24,jul,903,1,true
45,admin,divorced,secondary,false,59,true,false,cellular,24,jul,873,8,true
25,technician,single,secondary,false,4718,false,false,cellular,24,jul,709,1,true
31,blue-collar,married,primary,false,33,true,false,cellular,24,jul,901,2,true
28,services,single,secondary,false,340,true,false,cellular,24,jul,821,2,true
49,technician,divorced,secondary,false,305,false,false,cellular,24,jul,367,2,true
25,services,married,secondary,false,0,true,false,cellular,24,jul,458,9,true
28,unemployed,single,tertiary,false,497,true,false,cellular,24,jul,1602,6,true
54,retired,married,secondary,false,1371,false,false,telephone,25,jul,1492,2,true
28,technician,single,tertiary,false,1628,true,false,cellular,25,jul,1422,2,true
27,technician,single,tertiary,false,372,true,true,cellular,25,jul,728,2,true
49,blue-collar,single,primary,false,566,true,false,cellular,25,jul,979,2,true
53,blue-collar,married,primary,false,343,true,false,cellular,25,jul,616,5,true
26,technician,single,secondary,false,941,false,true,cellular,25,jul,784,1,true
37,services,married,secondary,false,775,false,true,cellular,25,jul,1000,1,true
34,blue-collar,single,secondary,false,1759,false,true,cellular,25,jul,695,1,true
33,admin,married,secondary,false,82,true,false,cellular,25,jul,735,1,true
35,management,divorced,tertiary,false,1723,true,false,cellular,25,jul,862,1,true
51,retired,married,primary,false,1495,false,false,telephone,25,jul,1946,4,true
39,housemaid,married,secondary,false,1444,false,false,telephone,25,jul,362,8,true
35,technician,single,tertiary,false,470,true,false,cellular,25,jul,743,13,true
51,unemployed,married,primary,false,1162,true,false,cellular,25,jul,2015,1,true
30,management,single,tertiary,false,2,true,true,cellular,25,jul,1031,8,true
42,blue-collar,single,primary,false,1628,true,false,cellular,25,jul,590,8,true
54,management,married,secondary,false,1134,true,false,cellular,25,jul,1330,3,true
51,blue-collar,married,primary,false,0,true,true,cellular,25,jul,946,3,true
57,retired,divorced,primary,false,63,false,true,cellular,25,jul,1448,17,true
30,management,married,tertiary,false,1221,true,false,telephone,25,jul,279,4,true
37,blue-collar,single,secondary,false,5024,false,true,cellular,25,jul,661,4,true
39,technician,married,secondary,false,10685,true,false,cellular,25,jul,1369,9,true
35,technician,married,tertiary,false,1629,false,false,cellular,25,jul,653,4,true
48,management,married,secondary,false,268,true,false,cellular,28,jul,458,7,true
45,admin,divorced,tertiary,false,1506,false,false,cellular,28,jul,365,4,true
31,management,married,tertiary,false,0,true,true,cellular,28,jul,664,8,true
35,self-employed,married,secondary,false,5613,true,false,cellular,28,jul,699,3,true
48,housemaid,married,secondary,false,513,false,true,cellular,28,jul,939,3,true
43,services,married,secondary,false,-236,true,false,cellular,28,jul,745,7,true
43,blue-collar,single,primary,false,-399,false,true,cellular,28,jul,662,3,true
49,services,divorced,secondary,false,0,false,false,cellular,28,jul,412,2,true
53,housemaid,married,primary,false,362,false,false,cellular,28,jul,1169,2,true
48,entrepreneur,married,secondary,false,0,false,true,cellular,28,jul,431,2,true
27,technician,single,secondary,false,3933,false,false,cellular,28,jul,837,3,true
55,technician,married,secondary,false,3899,true,false,telephone,28,jul,596,4,true
40,services,married,secondary,false,473,true,false,cellular,28,jul,383,3,true
40,self-employed,single,tertiary,false,1616,false,false,telephone,28,jul,1009,7,true
38,blue-collar,divorced,secondary,false,1817,true,false,cellular,28,jul,1096,4,true
54,retired,single,secondary,false,129,false,true,cellular,28,jul,867,2,true
54,technician,married,secondary,false,1938,false,true,cellular,28,jul,551,3,true
50,admin,single,secondary,false,133,false,false,cellular,28,jul,890,4,true
27,admin,single,secondary,false,192,false,false,telephone,28,jul,1076,17,true
48,management,divorced,tertiary,false,2263,false,false,cellular,29,jul,874,2,true
41,services,married,unknown,false,1538,false,false,cellular,29,jul,710,2,true
51,blue-collar,divorced,primary,false,5,false,false,cellular,29,jul,600,2,true
42,technician,single,tertiary,false,2625,false,false,cellular,29,jul,2516,2,true
33,blue-collar,married,secondary,false,0,false,false,cellular,29,jul,454,6,true
58,retired,divorced,secondary,false,1080,true,false,cellular,29,jul,1058,2,true
47,unemployed,married,secondary,false,312,false,false,cellular,29,jul,884,1,true
58,admin,married,secondary,false,145,true,false,telephone,29,jul,616,13,true
60,self-employed,married,primary,false,362,false,true,cellular,29,jul,816,6,true
41,blue-collar,married,secondary,false,-190,false,true,cellular,29,jul,808,3,true
46,admin,married,secondary,false,659,true,false,telephone,29,jul,1127,11,true
50,admin,married,secondary,false,2678,false,false,telephone,30,jul,1011,6,true
46,housemaid,married,secondary,false,271,true,false,cellular,30,jul,1013,29,true
47,management,single,tertiary,false,255,false,true,cellular,30,jul,802,4,true
44,blue-collar,married,secondary,false,0,false,false,cellular,30,jul,684,2,true
46,self-employed,divorced,tertiary,false,21,false,false,cellular,30,jul,566,2,true
36,services,married,secondary,false,0,false,false,cellular,30,jul,843,2,true
39,blue-collar,married,unknown,false,1181,true,false,cellular,30,jul,650,2,true
58,management,divorced,secondary,false,3161,false,false,telephone,30,jul,542,2,true
44,unemployed,single,primary,true,-4,false,true,cellular,30,jul,788,2,true
49,entrepreneur,divorced,unknown,true,-701,true,false,cellular,30,jul,988,2,true
55,management,married,tertiary,false,-375,false,false,cellular,30,jul,814,2,true
52,unemployed,married,primary,false,959,false,false,telephone,30,jul,694,2,true
37,services,married,secondary,false,4151,true,true,cellular,30,jul,543,4,true
60,retired,divorced,secondary,false,1091,false,false,cellular,30,jul,441,5,true
41,services,married,unknown,true,-1,false,true,cellular,30,jul,1171,4,true
36,management,married,tertiary,false,96,false,false,cellular,30,jul,729,4,true
41,blue-collar,divorced,primary,false,0,false,false,cellular,30,jul,509,2,true
50,entrepreneur,married,tertiary,false,230,false,false,telephone,30,jul,1089,4,true
44,housemaid,married,primary,false,-156,false,true,cellular,30,jul,1211,2,true
54,technician,married,secondary,false,114,false,false,cellular,30,jul,458,3,true
35,management,married,tertiary,false,-468,true,false,cellular,30,jul,540,8,true
59,retired,divorced,secondary,false,679,false,false,cellular,30,jul,761,4,true
42,entrepreneur,married,unknown,false,206,true,false,cellular,30,jul,695,2,true
27,management,single,tertiary,false,1,true,false,cellular,30,jul,764,4,true
27,technician,single,secondary,false,489,true,false,cellular,30,jul,356,4,true
36,housemaid,married,primary,false,78,true,false,telephone,30,jul,2692,9,true
59,housemaid,divorced,primary,false,2518,false,false,cellular,30,jul,675,3,true
43,admin,married,secondary,false,378,false,false,cellular,30,jul,782,8,true
39,technician,single,secondary,false,391,false,true,cellular,30,jul,962,4,true
33,unemployed,married,secondary,false,-144,false,false,cellular,30,jul,481,3,true
36,self-employed,single,tertiary,false,1240,false,false,cellular,31,jul,812,3,true
35,blue-collar,divorced,primary,false,1792,true,false,cellular,31,jul,630,6,true
50,blue-collar,married,unknown,false,2284,true,false,telephone,31,jul,1088,17,true
55,technician,married,secondary,false,264,true,true,cellular,31,jul,1150,5,true
51,unemployed,divorced,tertiary,false,0,false,false,cellular,31,jul,574,2,true
48,entrepreneur,married,tertiary,true,-392,false,false,cellular,31,jul,725,4,true
55,housemaid,divorced,primary,false,77,false,false,cellular,31,jul,463,6,true
30,services,married,secondary,false,48,true,false,cellular,31,jul,662,13,true
53,blue-collar,married,primary,false,252,false,false,cellular,31,jul,727,4,true
40,blue-collar,married,secondary,false,1954,false,false,cellular,31,jul,1107,2,true
44,technician,married,primary,false,755,false,true,cellular,31,jul,829,4,true
51,self-employed,married,tertiary,false,5350,true,true,cellular,31,jul,612,4,true
58,management,married,secondary,false,-382,false,false,cellular,31,jul,644,12,true
40,housemaid,single,tertiary,false,7441,false,false,cellular,31,jul,1461,6,true
35,management,married,tertiary,false,1731,false,false,cellular,31,jul,361,4,true
49,management,divorced,tertiary,false,755,false,false,cellular,31,jul,1212,4,true
40,blue-collar,married,primary,false,57,true,false,cellular,31,jul,1007,9,true
48,admin,married,primary,false,3644,true,true,telephone,31,jul,1039,9,true
40,admin,married,secondary,false,341,false,false,cellular,31,jul,1142,5,true
58,unemployed,married,primary,false,1183,false,false,cellular,31,jul,1721,5,true
49,services,married,secondary,false,388,false,false,telephone,31,jul,1032,4,true
38,technician,married,secondary,false,1919,false,false,cellular,4,aug,846,1,true
51,housemaid,divorced,tertiary,false,1613,false,false,cellular,4,aug,870,1,true
36,management,divorced,tertiary,false,0,false,false,cellular,4,aug,1165,1,true
55,retired,married,secondary,false,0,false,false,cellular,4,aug,1110,1,true
52,management,married,tertiary,false,7192,false,false,cellular,4,aug,1486,1,true
43,technician,married,tertiary,false,0,false,false,cellular,4,aug,1488,2,true
60,management,divorced,secondary,false,0,false,false,cellular,5,aug,603,3,true
57,retired,married,secondary,false,466,false,false,cellular,5,aug,641,2,true
41,technician,married,tertiary,false,515,false,false,cellular,5,aug,837,2,true
50,technician,married,tertiary,false,2313,false,false,cellular,5,aug,553,1,true
53,blue-collar,married,secondary,false,-8,false,false,cellular,5,aug,794,1,true
59,retired,married,primary,false,1634,true,true,cellular,5,aug,836,1,true
59,housemaid,married,primary,false,100,false,false,cellular,5,aug,1134,1,true
33,management,married,tertiary,false,679,false,false,cellular,5,aug,1109,2,true
52,unknown,married,unknown,false,5361,false,false,cellular,5,aug,607,3,true
58,management,divorced,tertiary,false,1257,false,false,cellular,5,aug,1536,1,true
58,unknown,married,unknown,false,1547,false,false,telephone,5,aug,1186,4,true
59,retired,married,primary,false,3400,true,false,cellular,5,aug,515,3,true
51,admin,married,secondary,false,949,false,false,cellular,5,aug,1092,1,true
50,admin,married,secondary,false,4855,false,false,cellular,5,aug,720,2,true
49,technician,single,secondary,false,1377,false,false,cellular,5,aug,935,1,true
33,management,divorced,tertiary,false,2885,false,false,cellular,5,aug,1051,2,true
55,blue-collar,married,primary,false,512,false,false,cellular,5,aug,1200,2,true
42,technician,married,tertiary,false,921,false,false,cellular,5,aug,531,3,true
52,services,married,secondary,false,1000,false,false,cellular,5,aug,766,2,true
38,technician,married,tertiary,false,202,false,false,cellular,5,aug,1311,2,true
55,technician,married,tertiary,false,169,false,true,cellular,5,aug,618,2,true
49,technician,married,tertiary,false,3726,false,false,cellular,5,aug,875,2,true
56,technician,divorced,secondary,false,146,true,false,cellular,5,aug,419,3,true
46,technician,married,secondary,false,940,false,false,cellular,5,aug,1227,2,true
57,retired,divorced,tertiary,false,734,false,false,cellular,6,aug,1357,4,true
61,retired,married,secondary,false,77,false,false,cellular,6,aug,455,4,true
45,admin,married,secondary,false,925,false,false,cellular,6,aug,406,2,true
39,management,married,tertiary,false,1836,false,false,cellular,6,aug,902,3,true
46,admin,married,secondary,false,660,false,false,cellular,6,aug,740,2,true
34,management,single,tertiary,false,681,false,false,cellular,6,aug,637,2,true
43,management,single,tertiary,false,1304,false,false,cellular,6,aug,501,2,true
34,services,married,secondary,false,2956,false,false,cellular,6,aug,835,2,true
35,management,divorced,tertiary,false,146,false,false,cellular,6,aug,720,2,true
36,management,divorced,tertiary,true,36,false,false,cellular,6,aug,836,4,true
45,management,divorced,tertiary,false,1,false,false,cellular,6,aug,490,2,true
47,technician,married,secondary,false,2480,false,false,cellular,6,aug,763,2,true
42,technician,married,tertiary,false,14282,true,false,cellular,6,aug,649,4,true
34,blue-collar,married,secondary,false,182,false,false,cellular,6,aug,938,2,true
40,management,single,tertiary,false,0,false,false,cellular,6,aug,641,6,true
40,technician,divorced,secondary,false,311,false,false,cellular,6,aug,738,2,true
32,technician,married,secondary,false,560,false,false,cellular,6,aug,1044,4,true
33,technician,single,secondary,false,3059,false,true,cellular,6,aug,482,2,true
32,self-employed,married,tertiary,false,1423,false,false,cellular,6,aug,1249,4,true
46,blue-collar,married,primary,false,874,false,false,cellular,6,aug,996,1,true
50,admin,married,secondary,false,706,true,false,cellular,6,aug,1250,4,true
51,blue-collar,married,primary,false,7098,false,false,cellular,6,aug,1471,7,true
30,management,single,tertiary,false,5389,false,false,cellular,6,aug,1456,3,true
34,technician,divorced,tertiary,false,674,true,false,cellular,7,aug,587,2,true
39,technician,single,secondary,false,1104,false,false,cellular,7,aug,395,2,true
47,admin,married,secondary,false,3070,false,false,cellular,7,aug,663,4,true
40,technician,divorced,secondary,false,0,false,false,cellular,7,aug,674,2,true
50,blue-collar,married,primary,false,4108,true,false,cellular,7,aug,526,2,true
60,management,married,tertiary,false,0,false,false,cellular,7,aug,401,3,true
32,management,single,tertiary,false,4291,false,false,cellular,7,aug,1321,9,true
57,technician,married,tertiary,false,6822,false,false,cellular,7,aug,797,2,true
41,self-employed,married,tertiary,false,231,false,false,cellular,7,aug,352,2,true
50,technician,married,secondary,false,3176,false,false,cellular,7,aug,670,1,true
46,technician,divorced,secondary,false,-824,true,false,cellular,7,aug,429,3,true
31,management,married,tertiary,false,676,false,false,cellular,7,aug,1182,1,true
36,technician,single,secondary,false,651,false,false,cellular,7,aug,876,1,true
45,technician,divorced,secondary,false,2657,false,false,cellular,7,aug,895,3,true
33,technician,divorced,secondary,false,801,false,false,cellular,7,aug,341,5,true
41,technician,married,tertiary,false,1517,false,false,cellular,8,aug,193,3,true
37,technician,single,secondary,false,980,false,false,cellular,8,aug,1306,5,true
60,management,married,tertiary,false,73,false,false,telephone,8,aug,243,2,true
47,services,married,secondary,false,405,false,true,cellular,8,aug,994,2,true
35,management,married,tertiary,false,82,false,false,cellular,8,aug,507,4,true
47,blue-collar,married,secondary,false,8229,false,false,cellular,8,aug,784,2,true
38,management,married,tertiary,false,179,false,false,unknown,8,aug,317,4,true
33,management,married,tertiary,false,1047,false,false,cellular,8,aug,512,4,true
44,technician,single,secondary,false,7138,false,false,cellular,8,aug,809,2,true
31,management,single,tertiary,false,165,false,true,cellular,8,aug,523,2,true
31,management,single,tertiary,false,37,false,false,cellular,8,aug,669,2,true
32,technician,single,secondary,false,40,false,false,cellular,8,aug,419,2,true
49,services,married,secondary,false,823,false,false,cellular,8,aug,780,4,true
52,services,married,primary,false,1625,false,false,cellular,8,aug,459,2,true
31,technician,married,tertiary,false,120,false,false,cellular,8,aug,1000,1,true
35,management,married,tertiary,false,2957,true,true,cellular,8,aug,733,3,true
32,technician,single,secondary,false,483,false,false,cellular,8,aug,580,3,true
31,management,single,tertiary,false,2,false,false,cellular,8,aug,848,1,true
36,technician,divorced,secondary,false,1,false,false,cellular,8,aug,1242,3,true
39,management,married,tertiary,false,1795,false,false,cellular,8,aug,922,7,true
46,management,married,tertiary,false,4,false,false,cellular,8,aug,1206,4,true
46,management,divorced,tertiary,false,1297,false,false,cellular,11,aug,716,3,true
48,blue-collar,married,primary,false,476,false,false,cellular,11,aug,856,3,true
36,management,married,tertiary,false,9,false,false,cellular,11,aug,386,4,true
30,management,married,tertiary,false,131,true,false,cellular,11,aug,384,6,true
30,management,single,tertiary,false,4889,false,false,cellular,11,aug,545,2,true
33,management,single,tertiary,false,1120,false,false,cellular,11,aug,1070,2,true
57,housemaid,married,primary,false,2785,false,false,cellular,11,aug,610,4,true
33,management,single,tertiary,false,0,false,false,cellular,11,aug,699,7,true
35,management,married,tertiary,false,43,false,false,cellular,11,aug,917,4,true
39,management,married,secondary,false,11835,true,false,cellular,11,aug,744,2,true
53,management,married,tertiary,false,0,false,false,cellular,11,aug,608,2,true
39,management,married,secondary,false,215,false,false,cellular,11,aug,1141,4,true
41,management,married,secondary,false,456,true,false,cellular,11,aug,734,4,true
32,management,single,secondary,false,2018,false,false,cellular,11,aug,1238,1,true
31,management,married,secondary,false,0,false,false,cellular,11,aug,720,1,true
37,technician,single,secondary,false,4,false,false,cellular,11,aug,933,1,true
51,blue-collar,married,primary,false,541,false,false,cellular,11,aug,663,3,true
41,management,married,tertiary,false,0,false,false,cellular,11,aug,1242,5,true
35,technician,single,secondary,false,354,false,false,cellular,11,aug,444,3,true
48,blue-collar,married,primary,false,719,false,true,cellular,11,aug,418,5,true
34,management,married,tertiary,false,828,false,true,cellular,11,aug,1080,3,true
47,blue-collar,married,secondary,false,2787,false,false,cellular,11,aug,479,1,true
46,unemployed,married,secondary,false,2551,false,false,cellular,12,aug,645,2,true
60,retired,married,secondary,false,2722,false,false,cellular,12,aug,506,2,true
39,management,married,secondary,false,1880,false,false,cellular,12,aug,768,2,true
57,blue-collar,married,primary,false,2112,false,false,cellular,12,aug,1134,2,true
32,management,divorced,tertiary,false,874,false,false,cellular,12,aug,1282,6,true
32,management,single,tertiary,false,2667,true,false,cellular,12,aug,971,2,true
36,unemployed,divorced,secondary,false,871,false,false,cellular,12,aug,396,3,true
30,management,married,secondary,false,850,false,false,cellular,12,aug,507,2,true
33,technician,married,secondary,false,3243,false,false,cellular,12,aug,439,4,true
57,management,divorced,tertiary,false,8897,true,false,cellular,12,aug,865,2,true
38,technician,single,tertiary,false,508,true,true,cellular,12,aug,1103,2,true
46,self-employed,married,secondary,false,548,false,false,cellular,12,aug,1181,4,true
30,management,married,tertiary,false,1567,true,false,cellular,12,aug,1133,4,true
49,management,married,tertiary,false,4751,false,false,cellular,12,aug,884,4,true
38,technician,married,secondary,false,1478,false,false,cellular,12,aug,926,4,true
36,technician,single,secondary,true,12,false,false,cellular,12,aug,587,2,true
49,blue-collar,married,primary,false,128,false,false,cellular,12,aug,696,2,true
49,blue-collar,married,secondary,false,553,false,false,cellular,12,aug,645,8,true
40,unemployed,divorced,secondary,false,1694,false,false,cellular,12,aug,473,6,true
49,blue-collar,married,primary,false,408,false,false,cellular,12,aug,559,4,true
38,management,married,tertiary,false,1223,false,false,cellular,12,aug,1092,5,true
31,management,single,tertiary,false,1858,false,false,cellular,12,aug,453,3,true
31,technician,single,tertiary,false,208,false,false,cellular,12,aug,1344,7,true
34,management,married,tertiary,false,520,true,false,cellular,12,aug,1307,4,true
39,management,married,tertiary,false,271,true,false,cellular,12,aug,1344,1,true
33,management,single,tertiary,false,87,false,false,cellular,12,aug,978,1,true
40,management,married,secondary,false,4396,false,false,cellular,12,aug,432,3,true
47,technician,married,secondary,false,568,true,false,cellular,12,aug,1613,1,true
37,technician,single,secondary,false,3665,false,false,cellular,12,aug,664,3,true
44,technician,single,secondary,false,244,true,false,cellular,12,aug,1735,4,true
55,management,married,tertiary,false,568,false,false,cellular,12,aug,940,10,true
30,management,single,tertiary,false,4210,false,false,cellular,12,aug,796,4,true
40,technician,married,secondary,false,42,false,false,cellular,13,aug,1842,2,true
54,retired,married,primary,false,309,false,false,cellular,13,aug,969,2,true
35,technician,married,secondary,false,-180,false,true,cellular,13,aug,823,2,true
31,entrepreneur,single,tertiary,true,-405,true,true,cellular,13,aug,703,2,true
